"","occupation","y1619","y2024","y2534","y3544","y4554","y5564","y65plus","medianage","totalemp","womenpct","whitepct","blackpct","asianpct","hispanicpct","totalempfull","medianwagefull","soccode","soctitle","isco","iscotitle","Title","description_1d","description_4d","mean_score","mean_exposure_level","SD","potential","plus55pct","mean_score100","highexposure"
"574","Precision instrument and equipment repairers",0,3,14,13,10,8,7,44,55,13.3,87,5.5,4.8,20.7,49,NA,NA,NA,7311,NA,"Precision-instrument Makers and Repairers","Craft and related trades workers","Precision-instrument makers and repairers",0.18,"Very low",0.08,"Other occupations",27.2727272727273,18,0
"575","Wind turbine service technicians",0,3,1,3,0,1,0,NA,8,NA,NA,NA,NA,NA,8,NA,"49-9081","Wind Turbine Service Technicians",7233,"Agricultural and industrial machinery mechanics and repairers","Agricultural and Industrial Machinery Mechanics and Repairers","Craft and related trades workers","Agricultural and industrial machinery mechanics and repairers",0.19,"Very low",0.2,"Other occupations",12.5,19,0
"576","Coin, vending, and amusement machine servicers and repairers",0,6,8,4,9,8,2,NA,36,NA,NA,NA,NA,NA,27,NA,"49-9091","Coin, Vending, and Amusement Machine Servicers and Repairers",9623,"Meter readers and vending-machine collectors","Meter Readers and Vending-machine Collectors","Elementary occupations","Meter readers and vending-machine collectors",0.36,"Low",0.36,"Augmentation potential",27.027027027027,36,0
"577","Commercial divers",0,1,2,1,0,2,0,NA,6,NA,NA,NA,NA,NA,5,NA,"49-9092","Commercial Divers",7541,"Underwater divers","Underwater Divers","Craft and related trades workers","Underwater divers",0.18,"Very low",0.17,"Other occupations",33.3333333333333,18,0
"578","Locksmiths and safe repairers",1,1,7,9,11,11,4,NA,44,NA,NA,NA,NA,NA,36,NA,"49-9094","Locksmiths and Safe Repairers",7222,"Toolmakers and related workers","Toolmakers and Related Workers","Craft and related trades workers","Toolmakers and related workers",0.21,"Very low",0.15,"Other occupations",34.0909090909091,21,0
"579","Manufactured building and mobile home installers",0,2,0,2,2,1,0,NA,7,NA,NA,NA,NA,NA,4,NA,"49-9095","Manufactured Building and Mobile Home Installers",7119,"Building frame and related trades workers not elsewhere classified","Building Frame and Related Trades Workers Not Elsewhere Classified","Craft and related trades workers","Building frame and related trades workers not elsewhere classified",0.08,"Very low",0.03,"Other occupations",14.2857142857143,8,0
"580","Riggers",0,0,3,1,7,1,0,NA,12,NA,NA,NA,NA,NA,14,NA,"49-9096","Riggers",7215,"Riggers and cable splicers","Riggers and Cable Splicers","Craft and related trades workers","Riggers and cable splicers",0.14,"Very low",0.08,"Other occupations",8.33333333333333,14,0
"581","Helpers--installation, maintenance, and repair workers",6,6,3,3,1,2,0,NA,23,NA,NA,NA,NA,NA,20,NA,"49-9098","Helpers--Installation, Maintenance, and Repair Workers",9622,"Odd job persons","Odd Job Persons","Elementary occupations","Odd job persons",0.09,"Very low",0.03,"Other occupations",9.52380952380952,9,0
"582","Other installation, maintenance, and repair workers",6,15,48,52,42,46,16,44.1,225,6.3,82.6,15.3,0.8,28.9,150,1014,NA,NA,9622,NA,"Odd Job Persons","Elementary occupations","Odd job persons",0.09,"Very low",0.03,"Other occupations",27.5555555555556,9,0
"583","First-line supervisors of production and operating workers",4,25,169,199,187,145,37,44.9,767,23.6,80,12.5,4.6,18.7,732,1253,"51-1011","First-Line Supervisors of Production and Operating Workers",3122,"Manufacturing supervisors","Manufacturing Supervisors","Technicians and associate professionals","Manufacturing supervisors",0.35,"Low",0.16,"Augmentation potential",23.7597911227154,35,0
"584","First-line supervisors of production and operating workers",4,25,169,199,187,145,37,44.9,767,23.6,80,12.5,4.6,18.7,732,1253,"51-1011","First-Line Supervisors of Production and Operating Workers",3131,"Power production plant operators","Power Production Plant Operators","Technicians and associate professionals","Power production plant operators",0.34,"Low",0.24,"Augmentation potential",23.7597911227154,34,0
"585","First-line supervisors of production and operating workers",4,25,169,199,187,145,37,44.9,767,23.6,80,12.5,4.6,18.7,732,1253,"51-1011","First-Line Supervisors of Production and Operating Workers",3132,"Incinerator and water treatment plant operators","Incinerator and Water Treatment Plant Operators","Technicians and associate professionals","Incinerator and water treatment plant operators",0.31,"Low",0.19,"Other occupations",23.7597911227154,31,0
"586","Aircraft structure, surfaces, rigging, and systems assemblers",0,0,1,0,0,0,0,NA,2,NA,NA,NA,NA,NA,2,NA,"51-2011","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",8211,"Mechanical machinery assemblers","Mechanical Machinery Assemblers","Plant and machine operators, and assemblers","Mechanical machinery assemblers",0.31,"Low",0.29,"Augmentation potential",0,31,0
"587","Electrical, electronics, and electromechanical assemblers",1,8,26,18,32,22,8,47.2,115,54.9,55.5,16,24.4,19.4,103,886,NA,NA,8212,NA,"Electrical and Electronic Equipment Assemblers","Plant and machine operators, and assemblers","Electrical and electronic equipment assemblers",0.36,"Low",0.32,"Augmentation potential",26.0869565217391,36,0
"588","Engine and other machine assemblers",0,0,4,1,1,1,0,NA,7,NA,NA,NA,NA,NA,8,NA,"51-2031","Engine and Other Machine Assemblers",8211,"Mechanical machinery assemblers","Mechanical Machinery Assemblers","Plant and machine operators, and assemblers","Mechanical machinery assemblers",0.31,"Low",0.29,"Augmentation potential",14.2857142857143,31,0
"589","Structural metal fabricators and fitters",1,1,5,5,3,4,2,NA,22,NA,NA,NA,NA,NA,22,NA,"51-2041","Structural Metal Fabricators and Fitters",7214,"Structural-metal preparers and erectors","Structural Metal Preparers and Erectors","Craft and related trades workers","Structural-metal preparers and erectors",0.12,"Very low",0.04,"Other occupations",28.5714285714286,12,0
"590","Other assemblers and fabricators",20,74,196,186,199,172,53,43.4,899,35.9,70.2,18.8,8,25.6,870,866,NA,NA,8219,NA,"Assemblers Not Elsewhere Classified","Plant and machine operators, and assemblers","Assemblers not elsewhere classified",0.35,"Low",0.22,"Augmentation potential",25,35,0
"591","Bakers",12,37,62,45,50,29,8,37.1,243,67.1,84,8.6,4.6,33.9,155,719,"51-3011","Bakers",7512,"Bakers, pastry-cooks and confectionery makers","Bakers, Pastry-cooks and Confectionery Makers","Craft and related trades workers","Bakers, pastry-cooks and confectionery makers",0.14,"Very low",0.07,"Other occupations",15.2263374485597,14,0
"592","Butchers and other meat, poultry, and fish processing workers",5,21,59,64,40,35,13,41.5,239,20,65.5,21.4,6.3,30.1,204,836,NA,NA,7511,NA,"Butchers, Fishmongers and Related Food Preparers","Craft and related trades workers","Butchers, fishmongers and related food preparers",0.14,"Very low",0.05,"Other occupations",20.253164556962,14,0
"593","Food and tobacco roasting, baking, and drying machine operators and tenders",0,0,7,2,1,1,0,NA,12,NA,NA,NA,NA,NA,6,NA,"51-3091","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",8160,"Food and related products machine operators","Food and Related Products Machine Operators","Plant and machine operators, and assemblers","Food and related products machine operators",0.16,"Very low",0.07,"Other occupations",9.09090909090909,16,0
"594","Food and tobacco roasting, baking, and drying machine operators and tenders",0,0,7,2,1,1,0,NA,12,NA,NA,NA,NA,NA,6,NA,"51-3091","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",7511,"Butchers, fishmongers and related food preparers","Butchers, Fishmongers and Related Food Preparers","Craft and related trades workers","Butchers, fishmongers and related food preparers",0.14,"Very low",0.05,"Other occupations",9.09090909090909,14,0
"595","Food batchmakers",6,9,25,25,20,7,6,39.2,98,56.4,77.4,14.8,2.4,29.9,69,851,"51-3092","Food Batchmakers",8160,"Food and related products machine operators","Food and Related Products Machine Operators","Plant and machine operators, and assemblers","Food and related products machine operators",0.16,"Very low",0.07,"Other occupations",13.265306122449,16,0
"596","Food batchmakers",6,9,25,25,20,7,6,39.2,98,56.4,77.4,14.8,2.4,29.9,69,851,"51-3092","Food Batchmakers",7513,"Dairy-products makers","Dairy Products Makers","Craft and related trades workers","Dairy-products makers",0.16,"Very low",0.09,"Other occupations",13.265306122449,16,0
"597","Food cooking machine operators and tenders",2,2,3,0,3,3,0,NA,13,NA,NA,NA,NA,NA,7,NA,"51-3093","Food Cooking Machine Operators and Tenders",7514,"Fruit, vegetable and related preservers","Fruit, Vegetable and Related Preservers","Craft and related trades workers","Fruit, vegetable and related preservers",0.1,"Very low",0,"Other occupations",23.0769230769231,10,0
"598","Food cooking machine operators and tenders",2,2,3,0,3,3,0,NA,13,NA,NA,NA,NA,NA,7,NA,"51-3093","Food Cooking Machine Operators and Tenders",8160,"Food and related products machine operators","Food and Related Products Machine Operators","Plant and machine operators, and assemblers","Food and related products machine operators",0.16,"Very low",0.07,"Other occupations",23.0769230769231,16,0
"599","Food processing workers, all other",6,11,26,36,22,23,9,42.3,133,32.3,70,15.1,8.4,39.4,130,813,"51-3099","Food Processing Workers, All Other",7514,"Fruit, vegetable and related preservers","Fruit, Vegetable and Related Preservers","Craft and related trades workers","Fruit, vegetable and related preservers",0.1,"Very low",0,"Other occupations",24.0601503759398,10,0
"600","Food processing workers, all other",6,11,26,36,22,23,9,42.3,133,32.3,70,15.1,8.4,39.4,130,813,"51-3099","Food Processing Workers, All Other",8160,"Food and related products machine operators","Food and Related Products Machine Operators","Plant and machine operators, and assemblers","Food and related products machine operators",0.16,"Very low",0.07,"Other occupations",24.0601503759398,16,0
"601","Computer numerically controlled tool operators and programmers",2,10,22,20,16,20,1,41.6,91,4.6,87.4,0.6,6.4,16.3,90,1118,NA,NA,3139,NA,"Process Control Technicians Not Elsewhere Classified","Technicians and associate professionals","Process control technicians not elsewhere classified",NA,NA,NA,"Other occupations",23.0769230769231,NA,0
"602","Forming machine setters, operators, and tenders, metal and plastic",0,1,5,4,4,8,0,NA,22,NA,NA,NA,NA,NA,22,NA,NA,NA,8141,NA,"Rubber Products Machine Operators","Plant and machine operators, and assemblers","Rubber products machine operators",0.18,"Very low",0.06,"Other occupations",36.3636363636364,18,0
"603","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",2,2,14,8,12,11,2,44.3,52,8.6,75.8,18.3,4.8,23,43,NA,"51-4031","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",7223,"Metal working machine tool setters and operators","Metal Working Machine Tool Setters and  Operators","Craft and related trades workers","Metal working machine tool setters and operators",0.17,"Very low",0.08,"Other occupations",25.4901960784314,17,0
"604","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",2,2,14,8,12,11,2,44.3,52,8.6,75.8,18.3,4.8,23,43,NA,"51-4031","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",8142,"Plastic products machine operators","Plastic Products Machine Operators","Plant and machine operators, and assemblers","Plastic products machine operators",0.2,"Very low",0.18,"Other occupations",25.4901960784314,20,0
"605","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",0,0,9,9,10,11,1,NA,40,NA,NA,NA,NA,NA,38,NA,"51-4033","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7223,"Metal working machine tool setters and operators","Metal Working Machine Tool Setters and  Operators","Craft and related trades workers","Metal working machine tool setters and operators",0.17,"Very low",0.08,"Other occupations",30,17,0
"606","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",0,0,9,9,10,11,1,NA,40,NA,NA,NA,NA,NA,38,NA,"51-4033","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8142,"Plastic products machine operators","Plastic Products Machine Operators","Plant and machine operators, and assemblers","Plastic products machine operators",0.2,"Very low",0.18,"Other occupations",30,20,0
"607","Other machine tool setters, operators, and tenders, metal and plastic",1,0,1,2,0,2,1,NA,7,NA,NA,NA,NA,NA,8,NA,NA,NA,7223,NA,"Metal Working Machine Tool Setters and  Operators","Craft and related trades workers","Metal working machine tool setters and operators",0.17,"Very low",0.08,"Other occupations",42.8571428571429,17,0
"608","Machinists",4,14,56,59,56,74,19,46.9,281,4.8,83.1,6.8,7.1,12.6,279,1083,"51-4041","Machinists",7223,"Metal working machine tool setters and operators","Metal Working Machine Tool Setters and  Operators","Craft and related trades workers","Metal working machine tool setters and operators",0.17,"Very low",0.08,"Other occupations",32.9787234042553,17,0
"609","Metal furnace operators, tenders, pourers, and casters",0,1,2,7,3,1,1,NA,15,NA,NA,NA,NA,NA,13,NA,NA,NA,3135,NA,"Metal Production Process Controllers","Technicians and associate professionals","Metal production process controllers",0.41,"Low",0.19,"Other occupations",13.3333333333333,41,0
"610","Model makers and patternmakers, metal and plastic",0,0,0,0,1,0,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,7222,NA,"Toolmakers and Related Workers","Craft and related trades workers","Toolmakers and related workers",0.21,"Very low",0.15,"Other occupations",0,21,0
"611","Molders and molding machine setters, operators, and tenders, metal and plastic",0,6,5,4,4,5,0,NA,24,NA,NA,NA,NA,NA,21,NA,NA,NA,7211,NA,"Metal Moulders and Coremakers","Craft and related trades workers","Metal moulders and coremakers",0.11,"Very low",0.02,"Other occupations",20.8333333333333,11,0
"612","Tool and die makers",0,0,5,5,7,16,3,NA,36,NA,NA,NA,NA,NA,33,NA,"51-4111","Tool and Die Makers",7222,"Toolmakers and related workers","Toolmakers and Related Workers","Craft and related trades workers","Toolmakers and related workers",0.21,"Very low",0.15,"Other occupations",52.7777777777778,21,0
"613","Welding, soldering, and brazing workers",18,72,152,140,102,88,20,39.7,592,6,82.2,9.5,3,26.7,510,1013,NA,NA,7212,NA,"Welders and Flame Cutters","Craft and related trades workers","Welders and flamecutters",0.11,"Very low",0.04,"Other occupations",18.2432432432432,11,0
"614","Other metal workers and plastic workers",5,33,60,67,65,60,15,43.4,305,20.3,76.1,11.9,7.6,22.4,290,884,NA,NA,7223,NA,"Metal Working Machine Tool Setters and  Operators","Craft and related trades workers","Metal working machine tool setters and operators",0.17,"Very low",0.08,"Other occupations",24.5901639344262,17,0
"615","Prepress technicians and workers",0,1,4,2,5,5,3,NA,19,NA,NA,NA,NA,NA,15,NA,"51-5111","Prepress Technicians and Workers",7321,"Pre-press technicians","Pre-press Technicians","Craft and related trades workers","Pre-press technicians",0.26,"Low",0.23,"Other occupations",40,26,0
"616","Printing press operators",3,10,17,31,31,31,7,46.2,132,25.4,84.7,10.2,4.5,24.3,109,970,"51-5112","Printing Press Operators",7322,"Printers","Printers","Craft and related trades workers","Printers",0.22,"Very low",0.14,"Other occupations",29.2307692307692,22,0
"617","Print binding and finishing workers",0,2,1,6,6,0,0,NA,15,NA,NA,NA,NA,NA,13,NA,"51-5113","Print Binding and Finishing Workers",7323,"Print finishing and binding workers","Print Finishing and Binding Workers","Craft and related trades workers","Print finishing and binding workers",0.17,"Very low",0.09,"Other occupations",0,17,0
"618","Laundry and dry-cleaning workers",3,10,19,18,12,30,18,48.9,111,76.8,62.5,27.4,4.5,33.9,77,635,"51-6011","Laundry and Dry-Cleaning Workers",8157,"Laundry machine operators","Laundry Machine Operators","Plant and machine operators, and assemblers","Laundry machine operators",0.12,"Very low",0.05,"Other occupations",43.6363636363636,12,0
"619","Pressers, textile, garment, and related materials",1,1,3,3,10,5,2,NA,25,NA,NA,NA,NA,NA,21,NA,"51-6021","Pressers, Textile, Garment, and Related Materials",9121,"Hand launderers and pressers","Hand Launderers and Pressers","Elementary occupations","Hand launderers and pressers",0.11,"Very low",0.02,"Other occupations",28,11,0
"620","Sewing machine operators",3,9,13,20,32,25,12,49.5,114,74.2,74.5,14.7,2.7,40.1,92,701,"51-6031","Sewing Machine Operators",8153,"Sewing machine operators","Sewing Machine Operators","Plant and machine operators, and assemblers","Sewing machine operators",0.15,"Very low",0.08,"Other occupations",32.4561403508772,15,0
"621","Shoe and leather workers",1,0,1,3,1,2,2,NA,10,NA,NA,NA,NA,NA,8,NA,NA,NA,7318,NA,"Handicraft Workers in Textile, Leather and Related Materials","Craft and related trades workers","Handicraft workers in textile, leather and related materials",0.1,"Very low",0.04,"Other occupations",40,10,0
"622","Tailors, dressmakers, and sewers",1,1,12,11,16,12,12,51.7,65,77,73.3,15,10,25.9,16,NA,NA,NA,7531,NA,"Tailors, Dressmakers, Furriers and Hatters","Craft and related trades workers","Tailors, dressmakers, furriers and hatters",0.13,"Very low",0.08,"Other occupations",36.9230769230769,13,0
"623","Textile machine setters, operators, and tenders",2,1,4,6,3,4,1,NA,20,NA,NA,NA,NA,NA,17,NA,NA,NA,8152,NA,"Weaving and Knitting Machine Operators","Plant and machine operators, and assemblers","Weaving and knitting machine operators",0.15,"Very low",0.09,"Other occupations",23.8095238095238,15,0
"624","Upholsterers",0,0,2,4,5,6,1,NA,18,NA,NA,NA,NA,NA,10,NA,"51-6093","Upholsterers",7534,"Upholsterers and related workers","Upholsterers and Related Workers","Craft and related trades workers","Upholsterers and related workers",0.16,"Very low",0.12,"Other occupations",38.8888888888889,16,0
"625","Other textile, apparel, and furnishings workers",0,0,0,2,2,5,0,NA,8,NA,NA,NA,NA,NA,3,NA,NA,NA,8159,NA,"Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified","Plant and machine operators, and assemblers","Textile, fur and leather products machine operators not elsewhere classified",0.18,"Very low",0.11,"Other occupations",55.5555555555556,18,0
"626","Cabinetmakers and bench carpenters",1,3,7,13,5,11,3,NA,43,NA,NA,NA,NA,NA,32,NA,"51-7011","Cabinetmakers and Bench Carpenters",7522,"Cabinet-makers and related workers","Cabinet-makers and Related Workers","Craft and related trades workers","Cabinet-makers and related workers",0.14,"Very low",0.1,"Other occupations",32.5581395348837,14,0
"627","Furniture finishers",0,0,1,4,4,5,3,NA,17,NA,NA,NA,NA,NA,16,NA,"51-7021","Furniture Finishers",7522,"Cabinet-makers and related workers","Cabinet-makers and Related Workers","Craft and related trades workers","Cabinet-makers and related workers",0.14,"Very low",0.1,"Other occupations",47.0588235294118,14,0
"628","Sawing machine setters, operators, and tenders, wood",2,4,5,2,3,4,1,NA,21,NA,NA,NA,NA,NA,19,NA,"51-7041","Sawing Machine Setters, Operators, and Tenders, Wood",8172,"Wood processing plant operators","Wood Processing Plant Operators","Plant and machine operators, and assemblers","Wood processing plant operators",0.18,"Very low",0.11,"Other occupations",23.8095238095238,18,0
"629","Woodworking machine setters, operators, and tenders, except sawing",0,2,1,4,2,4,1,NA,14,NA,NA,NA,NA,NA,14,NA,"51-7042","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",7523,"Woodworking-machine tool setters and operators","Woodworking Machine Tool Setters and Operators","Craft and related trades workers","Woodworking-machine tool setters and operators",0.14,"Very low",0.13,"Other occupations",35.7142857142857,14,0
"630","Other woodworkers",0,2,7,4,7,4,3,NA,27,NA,NA,NA,NA,NA,15,NA,NA,NA,7317,NA,"Handicraft Workers in Wood, Basketry and Related Materials","Craft and related trades workers","Handicraft workers in wood, basketry and related materials",0.1,"Very low",0.02,"Other occupations",25.9259259259259,10,0
"631","Power plant operators, distributors, and dispatchers",0,2,10,9,10,7,2,NA,40,NA,NA,NA,NA,NA,37,NA,NA,NA,3131,NA,"Power Production Plant Operators","Technicians and associate professionals","Power production plant operators",0.34,"Low",0.24,"Augmentation potential",22.5,34,0
"632","Stationary engineers and boiler operators",0,4,13,24,19,28,7,47.6,96,6.2,77.3,18.7,3.8,17.5,86,1500,"51-8021","Stationary Engineers and Boiler Operators",8182,"Steam engine and boiler operators","Steam Engine and Boiler Operators","Plant and machine operators, and assemblers","Steam engine and boiler operators",0.23,"Very low",0.11,"Other occupations",36.8421052631579,23,0
"633","Water and wastewater treatment plant and system operators",2,6,25,22,26,23,4,43.5,107,8,90.1,8.3,0.1,15.6,102,1038,"51-8031","Water and Wastewater Treatment Plant and System Operators",3132,"Incinerator and water treatment plant operators","Incinerator and Water Treatment Plant Operators","Technicians and associate professionals","Incinerator and water treatment plant operators",0.31,"Low",0.19,"Other occupations",25,31,0
"634","Miscellaneous plant and system operators",0,2,15,11,15,3,1,NA,48,NA,NA,NA,NA,NA,50,1465,NA,NA,3132,NA,"Incinerator and Water Treatment Plant Operators","Technicians and associate professionals","Incinerator and water treatment plant operators",0.31,"Low",0.19,"Other occupations",8.51063829787234,31,0
"635","Chemical processing machine setters, operators, and tenders",0,5,14,12,8,6,1,NA,46,NA,NA,NA,NA,NA,44,NA,NA,NA,8131,NA,"Chemical Products Plant and Machine Operators","Plant and machine operators, and assemblers","Chemical products plant and machine operators",0.25,"Very low",0.13,"Other occupations",15.2173913043478,25,0
"636","Crushing, grinding, polishing, mixing, and blending workers",0,4,24,22,17,11,5,41.7,82,18.8,75.7,17.5,3,30.2,77,891,NA,NA,8112,NA,"Mineral and Stone Processing Plant Operators","Plant and machine operators, and assemblers","Mineral and stone processing plant operators",0.21,"Very low",0.17,"Other occupations",19.2771084337349,21,0
"637","Cutting workers",2,4,10,13,5,7,10,44.3,52,17.9,66.5,15.4,14.6,30.1,53,812,NA,NA,8114,NA,"Cement, Stone and Other Mineral Products Machine Operators","Plant and machine operators, and assemblers","Cement, stone and other mineral products machine operators",0.22,"Very low",0.2,"Other occupations",33.3333333333333,22,0
"638","Extruding, forming, pressing, and compacting machine setters, operators, and tenders",0,1,3,2,6,2,0,NA,14,NA,NA,NA,NA,NA,17,NA,"51-9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8141,"Rubber products machine operators","Rubber Products Machine Operators","Plant and machine operators, and assemblers","Rubber products machine operators",0.18,"Very low",0.06,"Other occupations",14.2857142857143,18,0
"639","Extruding, forming, pressing, and compacting machine setters, operators, and tenders",0,1,3,2,6,2,0,NA,14,NA,NA,NA,NA,NA,17,NA,"51-9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8160,"Food and related products machine operators","Food and Related Products Machine Operators","Plant and machine operators, and assemblers","Food and related products machine operators",0.16,"Very low",0.07,"Other occupations",14.2857142857143,16,0
"640","Extruding, forming, pressing, and compacting machine setters, operators, and tenders",0,1,3,2,6,2,0,NA,14,NA,NA,NA,NA,NA,17,NA,"51-9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8181,"Glass and ceramics plant operators","Glass and Ceramics Plant Operators","Plant and machine operators, and assemblers","Glass and ceramics plant operators",0.14,"Very low",0.06,"Other occupations",14.2857142857143,14,0
"641","Extruding, forming, pressing, and compacting machine setters, operators, and tenders",0,1,3,2,6,2,0,NA,14,NA,NA,NA,NA,NA,17,NA,"51-9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",7516,"Tobacco preparers and tobacco products makers","Tobacco Preparers and Tobacco Products Makers","Craft and related trades workers","Tobacco preparers and tobacco products makers",0.14,"Very low",0.05,"Other occupations",14.2857142857143,14,0
"642","Furnace, kiln, oven, drier, and kettle operators and tenders",2,2,2,2,4,1,1,NA,14,NA,NA,NA,NA,NA,10,NA,"51-9051","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",8141,"Rubber products machine operators","Rubber Products Machine Operators","Plant and machine operators, and assemblers","Rubber products machine operators",0.18,"Very low",0.06,"Other occupations",14.2857142857143,18,0
"643","Furnace, kiln, oven, drier, and kettle operators and tenders",2,2,2,2,4,1,1,NA,14,NA,NA,NA,NA,NA,10,NA,"51-9051","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",7521,"Wood treaters","Wood Treaters","Craft and related trades workers","Wood treaters",0.21,"Very low",0.17,"Other occupations",14.2857142857143,21,0
"644","Furnace, kiln, oven, drier, and kettle operators and tenders",2,2,2,2,4,1,1,NA,14,NA,NA,NA,NA,NA,10,NA,"51-9051","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",8181,"Glass and ceramics plant operators","Glass and Ceramics Plant Operators","Plant and machine operators, and assemblers","Glass and ceramics plant operators",0.14,"Very low",0.06,"Other occupations",14.2857142857143,14,0
"645","Inspectors, testers, sorters, samplers, and weighers",23,71,165,167,136,153,54,43.2,768,36.1,74,14.4,7.7,20.2,723,957,"51-9061","Inspectors, Testers, Sorters, Samplers, and Weighers",7543,"Product graders and testers (excluding foods and beverages)","Product Graders and Testers (except Foods and Beverages)","Craft and related trades workers","Product graders and testers (excluding foods and beverages)",0.4,"Low",0.2,"Other occupations",26.9180754226268,40,0
"646","Jewelers and precious stone and metal workers",0,2,3,9,9,3,10,NA,36,NA,NA,NA,NA,NA,15,NA,"51-9071","Jewelers and Precious Stone and Metal Workers",7313,"Jewellery and precious-metal workers","Jewellery and Precious Metal Workers","Craft and related trades workers","Jewellery and precious-metal workers",0.15,"Very low",0.08,"Other occupations",36.1111111111111,15,0
"647","Dental and ophthalmic laboratory technicians and medical appliance technicians",2,2,15,17,16,11,9,44.8,72,57.2,90,3.7,5.9,21.1,51,931,NA,NA,3214,NA,"Medical and Dental Prosthetic Technicians","Technicians and associate professionals","Medical and dental prosthetic technicians",0.16,"Very low",0.08,"Other occupations",27.7777777777778,16,0
"648","Packaging and filling machine operators and tenders",9,31,62,52,56,45,23,41.8,278,53.9,69.7,18.9,5.5,49.8,282,731,"51-9111","Packaging and Filling Machine Operators and Tenders",8183,"Packing, bottling and labelling machine operators","Packing, Bottling and Labelling Machine Operators","Plant and machine operators, and assemblers","Packing, bottling and labelling machine operators",0.23,"Very low",0.1,"Other occupations",24.4604316546763,23,0
"649","Painting workers",6,17,30,38,38,25,8,42.9,162,10.4,74.6,15,3.7,32.9,141,996,NA,NA,7316,NA,"Sign Writers, Decorative Painters, Engravers and Etchers","Craft and related trades workers","Sign writers, decorative painters, engravers and etchers",0.24,"Very low",0.15,"Other occupations",20.3703703703704,24,0
"650","Photographic process workers and processing machine operators",0,4,10,2,9,5,3,NA,32,NA,NA,NA,NA,NA,24,NA,"51-9151","Photographic Process Workers and Processing Machine Operators",8132,"Photographic products machine operators","Photographic Products Machine Operators","Plant and machine operators, and assemblers","Photographic products machine operators",0.31,"Low",0.21,"Augmentation potential",24.2424242424242,31,0
"651","Adhesive bonding machine operators and tenders",0,0,2,0,1,3,0,NA,7,NA,NA,NA,NA,NA,6,NA,"51-9191","Adhesive Bonding Machine Operators and Tenders",7521,"Wood treaters","Wood Treaters","Craft and related trades workers","Wood treaters",0.21,"Very low",0.17,"Other occupations",50,21,0
"652","Adhesive bonding machine operators and tenders",0,0,2,0,1,3,0,NA,7,NA,NA,NA,NA,NA,6,NA,"51-9191","Adhesive Bonding Machine Operators and Tenders",8143,"Paper products machine operators","Paper Products Machine Operators","Plant and machine operators, and assemblers","Paper products machine operators",0.15,"Very low",0.05,"Other occupations",50,15,0
"653","Adhesive bonding machine operators and tenders",0,0,2,0,1,3,0,NA,7,NA,NA,NA,NA,NA,6,NA,"51-9191","Adhesive Bonding Machine Operators and Tenders",8189,"Stationary plant and machine operators not elsewhere classified","Stationary Plant and Machine Operators Not Elsewhere Classified, classified","Plant and machine operators, and assemblers","Stationary plant and machine operators not elsewhere",NA,NA,NA,"Other occupations",50,NA,0
"654","Etchers and engravers",0,0,0,1,1,0,0,NA,2,NA,NA,NA,NA,NA,1,NA,"51-9194","Etchers and Engravers",7316,"Sign writers, decorative painters, engravers and etchers","Sign Writers, Decorative Painters, Engravers and Etchers","Craft and related trades workers","Sign writers, decorative painters, engravers and etchers",0.24,"Very low",0.15,"Other occupations",0,24,0
"655","Etchers and engravers",0,0,0,1,1,0,0,NA,2,NA,NA,NA,NA,NA,1,NA,"51-9194","Etchers and Engravers",8212,"Electrical and electronic equipment assemblers","Electrical and Electronic Equipment Assemblers","Plant and machine operators, and assemblers","Electrical and electronic equipment assemblers",0.36,"Low",0.32,"Augmentation potential",0,36,0
"656","Molders, shapers, and casters, except metal and plastic",0,2,9,5,9,5,4,NA,34,NA,NA,NA,NA,NA,16,NA,"51-9195","Molders, Shapers, and Casters, Except Metal and Plastic",7314,"Potters and related workers","Potters and Related Workers","Craft and related trades workers","Potters and related workers",0.19,"Very low",0.15,"Other occupations",26.4705882352941,19,0
